protein_annotation	label
Phage minor structural protein, N-terminal domain protein	2
Putative Acyl-homoserine lactone acylase PvdQ	2
Cupin domain-containing protein	2
Uncharacterized LOC100144954	0
Phage related endodeoxyribonuclease	2
Bacteriophage protein	0
Swarming motility protein	2
Tyrosine recombinase xerC	2
S-ribosylhomocysteine lyase	2
Assembly protein	2
Alpha/beta hydrolase family protein	2
RPT6A protein	2
Integrase Family Protein	2
ribonucleoside-diphosphate reductase small chain	2
Phosphoesterase, related to the Icc protein	2
Integrator complex subunit like	2
Ectodysplasin-A	2
RNA ligase/cyclic nucleotide phosphodiesterase family protein	2
Adenine-specific DNA methylase	2
Transcriptional regulator, LysR-family	2
Filamentous phage phiLf protein I	2
ASH domain-containing protein	2
Thymidylate synthase	2
PBECR3 domain-containing protein	2
DHHA1 domain protein	2
Aspartate kinase	2
aspartyl/asparaginyl beta-hydroxylase isoform X4	2
YME1 metalloprotease	2
Kelch repeat and BTB domain-containing protein 2-like	2
Sorbin and SH3 domain containing 2	2
CLP protease regulatory subunit CLPX3, mitochondrial	2
uncharacterized protein LOC111285158 isoform X1	0
Putative repressor protein of prophage	2
Rubredoxin [NAD+] reductase	2
Calcium dependent mitochondrial carrier protein	2
Carboxypeptidase-like regulatory domain-containing protein	2
Putative Phthiocerol synthesis polyketide synthase type I PpsC	2
Attractin 1	2
Bulb-type lectin domain-containing protein	2
Phosphopantothenate--cysteine ligase 1	2
PAS domain-containing methyl-accepting chemotaxis protein	2
Pseudoephedrine dehydrogenase	2
Cell division protease ftsH-like protein, mitochondrial	2
Chorismate mutase family protein	2
Alkylated DNA repair protein alkB homolog 8	2
Acyl-CoA thioesterase-1	2
ATP-dependent zinc metalloprotease FTSH 5, mitochondrial	2
NAD(P)/FAD-dependent oxidoreductase	2
DRTS protein	2
Kelch-like protein 11	2
(d)CMP kinase	2
Similar to Protein related to penicillin acylase	2
Reductase	2
Sodium/hydrogen exchanger family-domain-containing protein	2
Holliday junction DNA helicase	2
ORF	0
DUF1917 domain-containing protein	1
DNA-binding helix-turn-helix protein	2
p-loop containing nucleoside triphosphatehydrolase protein	2
Kelch 35	2
Thymidylate synthase complementing protein ThyX	2
Putative phage baseplate protein	2
Phage terminase, large subunit, PBSX family	2
DNA helicase II	2
Chromosomal replication initiator protein DnaA	2
Phage regulatory protein/antirepressor Ant	2
AIG2-like	2
TonB_C domain-containing protein	2
Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB	2
Putative Virulence-associated E	2
Putative DNA protecting protein DprA	2
Plasmid DNA for 2-aminobenzoate-CoA ligase, 2-aminobenzoyl-CoA monooxygenase reductase and 5 open reading frames	2
Uncharacterized protein COG3236	0
Si:ch211-253p14.2	0
NODE_19, whole genome shotgun sequence	0
PA0069 family radical SAM protein	2
Core histone macro-H2A.2-like	2
Capsular Polysaccharide Biosynthesis Protein	2
Glutathione synthase	2
von Willebrand factor A domain-containing protein 8	2
Putative terminase	2
Macaca fascicularis brain cDNA clone: QflA-23058, similar to human influenza virus NS1A binding protein (IVNS1ABP), mRNA, RefSeq: NM_006469.2	2
Probable RNA methyltransferase PA1839	2
Putative chaperonin GroL	2
Protein containing Bacterial Ig-like, group 2 domain protein	2
Endonuclease, COB group I intron encoded	2
OmpA/MotB domain-containing protein	2
LysR substrate binding domain-containing protein	2
60s ribosomal protein l27a	2
Pathogenesis-related transcription factor	2
FAD-binding PCMH-type domain-containing protein	2
Polysaccharide deacetylase domain-containing protein	2
Electron transporter	2
Peptide chain release factor, chloroplastic	2
YiaKLMNOPQRS operon repressor	2
Ribulose-phosphate 3-epimerase	2
Cytosolic Fe-S cluster assembly factor CFD1	2
Carbon storage regulator CsrA	2
deoxycytidylate deaminase-like isoform X1	2
Short chain dehydrogenase/reductase family transporter protein	2
ElaA protein	2
uncharacterized protein LOC108808085	0
Putative ATPase (DUF699)	2
L-iditol 2-dehydrogenase/L-idonate 5-dehydrogenase	2
tRNA cytosine(34) acetyltransferase TmcA	2
DNRLRE domain-containing protein	1
Putative Site-specific DNA methylase	2
DNA helicase B isoform X2	2
Endopeptidase nlpc/p60 domain	2
Probable antirestriction protein klca	2
TraI protein	2
Phage-related lytic protein	2
DNA uptake protein	2
DNA topoisomerase 4 subunit B	2
Globin	2
von Willebrand factor A domain-containing protein 8-like	2
Putative tail component encoded by cryptic prophage CP-933M	2
DNA polymerase III beta subunit	2
Gp157 family protein	0
Clp protease ClpP	2
Phage terminase large subunit GpA-like protein	2
Helicase-like transcription factor	2
RuBisCO large subunit-binding protein subunit beta, chloroplastic-like	2
Recombinase RdgC	2
Prophage 2103-type terminase large subunit	2
XkdW protein	2
Adenylylsulfate kinase and related kinase-like protein	2
Putative Phage integrase family protein	2
Multifunctional CCA protein	2
Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase	2
Phage major capsid protein E	2
Phage replication protein P	2
F-box/kelch-repeat protein At1g15670-like	2
Uncharacterized protein orf412	0
Soluble lytic murein transglycosylase-like protein	2
BMA-TAG-147, isoform a	0
Abasic site processing protein YMR114C	2
NIP1 protein	2
uncharacterized protein LOC109485862	0
Phage protein D-like protein	2
Outer membrane channel for pilus assembly CpaC	2
5' nucleotidase, deoxy (Pyrimidine), type C protein (NT5C)	2
Bm4944, isoform a	2
GH18065	0
Phage portal protein lambda family	2
Complex I NDUFA9 subunit family protein	2
Riboflavin biosynthesis pyrimidine reductase	2
Orf212	0
Putative long tail fiber protein	2
Probable serine/threonine protein phosphatase	2
ATP-dependent carboxylate-amine ligase	2
Putative isomerase	2
Putative effector protein	2
Tyrosine--tRNA ligase	2
Kelch-like 13	2
Putative mitochondrial chaperone BCS1-B-like	2
ARAD1D14344p	0
Orf318	0
Putative endodeoxyribonuclease	2
Putative prophage phiRv2 integrase	2
Phage DNA methylase	2
Uncharacterized protein YmfQ in lambdoid prophage, DUF2313 family	1
RAD51 paralog D	2
Tumor necrosis factor ligand superfamily member 13	2
Tail assembly protein	2
P-loop NTPase domain-containing protein	2
NAD-dependent epimerase/dehydratase, putative	2
Phage prohead protease, HK97 family protein	2
Cfr family radical SAM enzyme	2
DNA (Cytosine-5)-methyltransferase 1	2
Insecticidal delta-endotoxin CryXXIIA(A)	2
dCMP deaminase (EC)	2
Phage prohead protease protein	2
Putative DNA methyltransferase	2
Pilus biosynthesis protein HicB	2
DNA segregation ATPase FtsK/SpoIIIE-like protein	2
Mutator protein MutT	2
Diphosphoinositol polyphosphate phosphohydrolase 3-alpha	2
Phage tail repeat like	2
Putative terminase small subunit	2
Putative phage gp33 TerL	2
Chemotaxis protein	2
Adenylate kinase-like protein	2
CHY-type domain-containing protein	2
Acyl-coa n-acyltransferase	2
Internalin-like protein	2
DEAD/DEAH box helicase domain protein	2
Wall-associated protein	1
Methyl-accepting chemotaxis protein 2	2
Putative RepA leader peptide Tap	2
Type VI secretion system secreted protein VgrG	2
Prophage minor tail protein Z	2
DUF2828 family protein	1
Syntaxin-binding protein 4	2
GOLD domain-containing protein	2
CMP/dCMP deaminase zinc-binding protein (Modular protein)	2
Membrane protein	1
Kelch like family member 3	2
Putative bacteriophage DNA transposition	2
Serine/threonine-protein kinase PknD	2
ORF235	0
Putative helicase	2
Putative dnaj homolog subfamily B member 4	2
Type III restriction protein Res subunit	2
Probable bacteriophage tail fiber protein	2
Putative mg742 protein	0
nitrile-specifier protein 5-like	2
Matrin-type domain-containing protein	2
Bacterial type II and III secretion system protein	2
Putative response regulator receiver	2
Phage nin-region protein	2
Kelch-like family member 32	2
PF10761 family protein	1
Phage tail collar family protein	2
Heme peroxidase	2
DNA repair ATPase	2
DNA/RNA non-specific endonuclease	2
AB1gp79	0
DnaT domain-containing protein	2
AAA-ATPase At2g46620	2
Phage major tail protein phi13	2
Glycosyltransferase, group 1 family protein	2
Ion transporter permease	2
Integrase for prophage CP-933U	2
Uncharacterized protein YqbE	0
Uncharacterized protein (UPF0332 family)	1
Putative Prophage MuSo1, DNA transposition protein	2
Phage-like element PBSX protein xkdT	2
SNF2-family helicase	2
Tail fiber protein	2
uncharacterized protein LOC113795291	0
sprT-like domain-containing protein Spartan isoform X6	2
Flavoredoxin Flr	2
Imidazoleglycerol-phosphate dehydratase	2
DUF488 family protein	1
Archaeal proteasome endopeptidase complex subunit beta	2
RNA-splicing ligase RtcB homolog	2
KpsF-like protein	2
Putative Phage integrase (Fragment, N-terminal) (Modular protein)	2
Phage protein	0
Sugar transferase involved in LPS biosynthesis (Colanic, teichoic acid)	2
At2g39670/F17A14.4	0
Kelch repeat and BTB domain containing 6	2
BTB/POZ domain-containing protein kctd3	2
Collagen triple helix repeat protein (20 copies)	2
Kelch-like protein 29	2
Rab9 effector protein with kelch motif isoform C	2
Phage endodeoxyribonuclease I	2
Adenosine kinase	2
Arac-type arabinose-binding/dimerisation domain	2
DNA/RNA helicase	2
Cupin region protein	2
DUF4823 domain-containing protein	1
Putative antirestriction protein (Modular protein)	2
N-acetylneuraminate epimerase 1 protein	2
Chitooligosaccharide deacetylase	2
T5orf172 domain-containing protein	0
Replicative DNA helicase DnaC	2
HMCN	2
uncharacterized protein LOC115876204	0
Tail completion protein R	2
Phosphatidylinositol-glycan biosynthesis class X protein	2
Helicase C-terminal domain protein	2
Elongator associated protein	2
SPOSA6832_00062-mRNA-1:cds	0
Probable RuBisCO transcriptional regulator	2
Protocatechuate 3,4-dioxygenase beta subunit	2
DNA/RNA helicases	2
AAA-ATPase At1g43910	2
Tad secretion system secretin RcpA	2
Putative phage-related protein	0
IPP	2
SPRY domain protein	2
Uncharacterized protein YjdB	0
DNA-binding LytR/AlgR family response regulator	2
Lysophospholipase L1-like esterase	2
Ribitol-5-phosphate 2-dehydrogenase	2
aspartate beta-hydroxylase domain-containing protein 2-like	2
GpH	0
Virus protein phiCh1-VP31	0
Helicase ARIP4-like isoform X1	2
Putative variable tail fiber protein	2
Protein containing DUF1064	1
Beta-glucanase (GH16 family)	2
DNA polymerase nu-like	2
Highly reducing polyketide synthase gpy1	2
Metal-dependent protease of the PAD1/JAB1 superfamily	2
GNAT family acetyltransferase protein	2
Ren protein	2
Co-activator of prophage gene expression IbrA	2
Cell division cycle 48C	2
Phage virion morphoproteinis protein	2
C887	0
Ribose-phosphate pyrophosphokinase 2-like protein	2
GPW/gp25	2
Prophage PSPPH06, family tail tape measure protein	2
Chromosome replication protein DnaC-like protein	2
YqeY family protein	2
DnaJ-like subfamily B member 6-A	2
Receptor-type tyrosine-protein phosphatase eta	2
Phage-related endonuclease	2
Prophage MuMc02, virion morphogenesis protein	2
Conserved hypothetical phage tail protein	2
Putative serine/threonine protein phosphatase	2
Alpha-scruin-like protein	2
RuvA_N domain-containing protein	2
Mitochondrial chaperone BCS-1	2
2,3-cyclic nucleotide 3-phosphodiesterase	2
Type VI secretion protein VgrG	2
MarR family transcriptional regulator with acetyltransferase activity	2
Ribonucleotide reductase catalytic subunit M1	2
erlin-2-like	2
M23B-like protein peptidase	2
sucrose-binding protein	2
uncharacterized protein LOC101492138 isoform X2	0
Kinase-like protein	2
Acetyltransferase GNAT family	2
Predicted integrase	2
Putative Phage replication protein	2
LNS2 domain-containing protein	2
DNA exonuclease	2
Capsid protein CP67	2
CP4-57 family phage integrase	2
Unplaced genomic scaffold scaffold_3, whole genome shotgun sequence	0
Putative metal-dependent phosphohydrolase	2
Prohead core protein	2
SLAM family member 9-like isoform X2	2
Kelch repeat and BTB domain-containing protein 7-like	2
Probable chromosome partitioning protein parB	2
DNA (Cytosine-5)-methyltransferase 3B-like	2
Phage membrane protein	1
PF11985 family protein	1
Timeless family protein: PROVISIONAL	2
Kelch like family member 4	2
Transcription elongation factor	2
Integrin-associated protein	2
LOW QUALITY PROTEIN: tRNA (Cytosine(38)-C(5))-methyltransferase	2
17 kDa surface antigen	1
DnaJ-like protein subfamily B member 6-A	2
Mu tail sheath family protein	2
Double-stranded uracil-DNA glycosylase	2
Lymphoid specific helicase, putative	2
uncharacterized protein LOC114330619	0
Putative transcriptional regulator, Nlp	2
8-demethylnovobiocic acid C(8)-methyltransferase	2
HIR3 protein	2
NTP pyrophosphatase (Non-canonical NTP hydrolase)	2
Manganese/iron superoxide dismutase	2
Cytidine deaminase-like protein	2
Structural maintenance of chromosomes 4-like 1 protein isoform 3-like protein	2
Phage minor capsid 2 family protein	2
Dna polymerase iii beta subunit	2
Regulator of protease activity HflC (Stomatin/prohibitin superfamily)	2
DNA repair and recombination protein RadB	2
Putative phage phi-C31 gp36 major capsid-like protein	2
PEO1	2
Chromatin complex subunit A	2
Ferric uptake regulation protein	2
HicB_like antitoxin of toxin-antitoxin system	2
kelch domain-containing protein 2-like isoform X2	2
Putative phage-tail assembly protein	2
Zona occludens toxin	2
Probable bacteriophage protein STY1048	0
Putative acetate operon repressor	2
Predicted phosphatase, HAD family	2
ATP-dependent zinc metalloprotease FTSH 4 mitochondrial-like	2
Putative secretion ATPase, PEP-CTERM locus family protein	2
Transposase (IS4 family)	2
Bro-N domain-containing protein 019R	2
Phage P22-like portal protein	2
Polyketide synthesis domain protein	2
Ribonucleoside-diphosphate reductase adenosylcobalamin-dependent	2
Methyltransferase small	2
HTH-type transcriptional regulator xre	2
Collagen alpha-5 chain	2
Phosphatidylinositol N-acetylglucosaminyltransferase gpi3 subunit	2
Single-stranded-DNA-specific exonuclease	2
uncharacterized protein LOC107963284	0
GH15113	0
Putative helicase CHR10	2
Phage head-tail adapter protein	2
Cytochrome oxidase subunit II	2
FlgD Ig-like domain-containing protein	2
CD48 antigen-like isoform X2	2
NUMOD4 motif-containing homing endonuclease	2
Putative GIY-YIG superfamily endonuclease/proteasome lid subunit RPN8/RPN11	2
Tail fiber assembly like-protein	2
NEDD4-binding protein 2-like isoform X2	2
MmcB family DNA repair protein	2
Rpt-4 protein	2
LPS biosynthesis protein WbpP	2
Adenylate kinase isoenzyme 5	2
Histone acetyltransferase	2
Putative Oxidoreductase domain-containing protein	2
A disintegrin and metalloproteinase with thrombospondin motifs adt-2 (Trinotate prediction)	2
Riboflavin biosynthesis protein	2
Spore germination cell wall hydrolase CwlJ-like protein	2
BCS1_N domain-containing protein	2
MDMPI_N domain-containing protein	2
Phage virion morphogenesis family protein	2
Kelch like family member 1	2
probable inactive ATP-dependent zinc metalloprotease FTSHI 3, chloroplastic	2
Uncharacterized protein containing a von Willebrand factor type A (VWA) domain	2
Aspartate beta-hydroxylase domain-containing 1	2
DUF1737 domain-containing protein	1
DEAD/DEAH box helicase domain protein (Modular protein)	2
acyl-CoA-binding domain-containing protein 6 isoform X3	2
Phage T4 tail fiber protein	2
Cytoplasmic fibril protein	2
Recombination protein U	2
Outer membrane lipoprotein pcp	2
Peptide chain release factor H	2
Chromophore lyase	2
TYW3 domain-containing protein	2
Similar to Saccharomyces cerevisiae YLR059C REX2 3'-5' RNA exonuclease	2
Phage antirepressor YoqD-like protein	2
Putative head morphogenesis protein of bacteriophage	2
Mitochondrial twinkle helicase	2
Mor transcription activator family	2
BIG2 domain-containing protein	2
Thrombospondin-2	2
ATP-dependent protease peptidase subunit	2
DNA-directed DNA polymerase I	2
ATP-dependent helicase fft3	2
TIM barrel protein	2
Unplaced genomic scaffold K443scaffold_94, whole genome shotgun sequence	0
Phage-related integrase/recombinase	2
BRO family, N-terminal domain-containing protein	2
Zot domain-containing protein	2
WD40 repeat domain protein	2
Chromodomain-helicase-DNA-binding protein 1-like isoform 1	2
Prophage tail fiber assembly protein TfaE	2
Polyketide synthase PksL	2
Putative GNAT acetyltransferase	2
ATPase transposase-like protein	2
SDR family NAD(P)-dependent oxidoreductase	2
ODA11 protein	2
Influenza virus NS1A-binding protein homolog B	2
Putative secondary metabolism biosynthetic enzyme	2
82 prophage-derived uncharacterized protein ybcO	0
FinTRIM family, member 79	2
erlin-2 isoform X2	2
Gamma-glutamylaminecyclotransferase	2
Kelch-like protein 26 isoform A	2
Phosphoribosyltransferase domain-containing protein	2
Egl nine 2	2
Putative gene 66 protein	0
Secretion system protein	2
RanBP2-type domain-containing protein	2
Helicase/SNF2 domain-containing protein	2
Rnr22p	2
Viral (Superfamily 1) RNA helicase (Modular protein)	2
TraG_N domain-containing protein	2
Phage-like baseplate assembly protein	2
KEL2 protein	2
SPD2B protein	2
O-acetyl-ADP-ribose deacetylase 1 isoform X2	2
Kelch domain-containing protein 3	2
DNA topoisomerase 2, mitochondrial	2
Hypothetical LAGLIDADG-1 homing endonuclease	2
Protein chain release factor A	2
Enhancer of polycomb-like protein	2
CCT-beta	2
Putative membrane protease subunit	2
Phage-associated DNA primase	2
DNA polymerase I, thermostable	2
Deaminase reductase	2
YjbE family putative metal transport protein	2
Putative sulfite reductase, iron-sulfur binding subunit	2
HD family phosphohydrolase	2
Uncharacterized protein HI_1405	0
Ribonucleoside-triphosphate reductase	2
SPOR domain-containing protein	2
PRFB1 protein	2
Purine nucleoside phosphorylase	2
Hth-type transcriptional regulator	2
Putative peptidoglycan-binding domain 1 protein	2
Poly(3-hydroxybutyrate) depolymerase	2
CI-like repressor, phage associated	2
Bacterial Ig-like domain (Group 4)	2
RNA-directed DNA polymerase from transposon BS	2
DNA polymerase I-like	2
Mu-like prophage FluMu major head subunit gpT	2
ribonucleoside-diphosphate reductase small subunit-like	2
Nicotinamide phosphoribosyltransferase b	2
Phage lysozyme family protein	2
Putative Methyltransferase, UbiE/COQ5 family protein	2
NEDD4-binding protein 2 isoform X2	2
P2 family phage major capsid protein	2
Right handed beta helix region family protein	2
DprA/Smf-like protein	2
Discoidin/Ig-like domain protein	2
Gentamicin 3'-N-acetyltransferase	2
Bgt-2767	0
Hedgehog protein	2
uncharacterized protein LOC105422224	0
Cornichon-like isoform X1	2
ATP-dependent Clp protease proteolytic subunit ClpP	2
N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans, octacis-undecaprenol 4-epimerase	2
Coagulation factor V	2
Exonuclease sbcCD subunit D	2
Atpase associated with various cellular activities	2
Deoxypyrimidine-specific 5' nucleotidase type C protein (NT5C)	2
Glycosyl hydrolase family 9	2
Cytochrome c	2
Ribosome maturation factor RimP	2
Bacteriophage	0
Viral (Superfamily 1) RNA helicase	2
Putative G-D-S-L family lipolytic protein	2
Zgc:122979	0
DNA repair protein recA homolog 1, chloroplastic	2
HSP20 family	2
Alpha-ketoglutarate-dependent hydroxylase	2
Stomatin mitochondrial	2
RAD1 protein	2
DUF4856 domain-containing protein	1
Zinc ribbon domain-containing protein	2
Putative mu-like prophage Flumu protein gp28	2
Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase	2
Nitric oxide reductase FlRd-NAD(+) reductase	2
aspartyl/asparaginyl beta-hydroxylase isoform X5	2
ATP-dependent RNA ligase	2
Putative aspartate beta-hydroxylase domain-containing protein 2-like	2
Polyketide synthase 12/candicidin polyketide synthase FscE	2
G:T/U mismatch-specific uracil/thymine DNA-glycosylase	2
Restriction endonuclease	2
Inorganic polyphosphate/ATP-NAD kinase	2
Phosphopantetheine-binding protein	2
Bacteriophage late control gene D protein	2
Putative peptidase C1-like protein	2
YjbE family integral membrane protein	2
Probable transcriptional regulatory protein YehT	2
Putative zinc finger/helix-turn-helix protein, YgiT family	2
Phage eae protein	2
Rab9 effector protein with kelch motif isoform A	2
Fused protease/ribonucleoside-triphosphate reductase	2
Glutamic acid-rich protein	1
glutaredoxin-3 isoform X2	2
7-cyano-7-deazaguanine reductase	2
ATP synthase protein MI25	2
Phosphatase, c-terminal domain of histone macro h2a1 like protein	2
Uncharacterized phage Mu protein GP47-like protein	2
LAS superfamily LD-carboxypeptidase LdcB	2
FG-GAP repeat-containing protein	2
DUF2597 family protein	1
Metallopeptidase domain-containing protein	2
uncharacterized protein LOC113203974 isoform X2	0
Unplaced genomic scaffold supercont1.4, whole genome shotgun sequence	0
Conjugal exonuclease V alpha subunit TraA	2
M23 family metallopeptidase	2
CbbQ	2
Os07g0192800 protein	0
COG2110, Macro domain, possibly ADP-ribose binding module	2
DNA polymerase-2	2
Bcs1p-like protein	2
Protein YdiA	2
Putative phage primase	2
Peptidase C39 family protein	2
Myxalamid-type polyketide synthase MxaB	2
Phage head-tail joining protein	2
DFP domain-containing protein	2
Exodeoxyribonuclease V alpha subunit	2
DNA ligase I	2
Putative prophage head-tail adaptor	2
Phage DNA transposition protein	2
Putative SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3-like 1	2
Major capsid protein HK97	2
CopG family transcripitonal regulator	2
Kelch-like 2	2
Eliminase	2
Putative cell division control protein	2
Putative phage terminase large subunit-like protein	2
Phage gene transfer protein	2
Replication factor C subunit like	2
Prophage LambdaCh01, DNA replication protein	2
Putative LAGLIDADG endonuclease	2
Na+/H+ exchanger 1	2
VCP, transitional endoplasmic reticulum ATPase	2
Hep/Hag repeat protein	2
Atp-dependent dna ligase	2
P63C domain	2
Putative bifunctional signaling protein/50S ribosomal protein L9	2
ATP phosphoribosyltransferase regulatory subunit	2
Two-component response regulator AlgR	2
Mu-like prophage major head subunit gpT	2
GPKOW protein	2
2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2 isoform X2	2
Transcriptional regulator with XRE-family HTH domain	2
5'(3')-deoxyribonucleotidase, cytosolic type	2
Putative hydrogen peroxide-inducible genes activator	2
Transposase, truncation	2
zf-C4_Topoisom domain-containing protein	2
Plasmid partitioning protein ParB	2
Deoxyribose-phosphate aldolase-like	2
Kelch repeat and K+ channel tetramerisation domain containing protein	2
Tail Sheath Protein	2
Putative tail lysozyme	2
3-methyladenine DNA glycosidase	2
Spastin	2
BnaAnng18700D protein	0
MaoC family protein	2
Recombinase rad51, putative	2
Putative secretion ATPase, PEP-CTERM locus subfamily	2
Peptidase M23 family protein	2
Beta-conglycinin, beta chain	2
PF10758 domain protein	1
Diadenosine 5',5'''-P1,P4-tetraphosphate asymmetrical hydrolase	2
ATP-dependent Clp endopeptidase proteolytic subunit ClpP	2
Macro domain-containing protein in sno 5'region (Modular protein)	2
Exonuclease subunit SbcD	2
LPD39 domain-containing protein	2
Putative bacteriophage protein	0
Putative dna repair protein rad5 protein	2
Transposase (ATPase domain protein)	2
Virulence-associated protein E, putative	2
Metallophos domain-containing protein	2
Acetyltransferase, family	2
Procollagen-lysine 2-oxoglutarate 5-dioxygenase	2
GDSL esterase/lipase EXL3-like	2
Prohead core scaffold and protease	2
Kif1 protein	2
Nucleoid occlusion protein	2
DNA-binding protein Roi	2
DUF2076 domain-containing protein	1
Large terminase protein	2
Chromosome initiation inhibitor	2
Prophage LambdaCh01, coat protein	2
Tellurite methyltransferase	2
Putative Lipopolysaccharide N-acetylglucosaminyltransferase	2
Acyl-CoA binding protein 5	2
T-complex protein 1 subunit zeta-2 isoform X4	2
Alpha-mannosidase	2
uncharacterized protein LOC111069711	0
HAD family phosphatase	2
Dnap	2
O-acetyl-ADP-ribose deacetylase MACROD1-like	2
Mlr6561 protein	0
SFRICE_029225	0
Butanediol dehydrogenase	2
Putative orphan protein	0
Clavaldehyde dehydrogenase	2
Gamma-glutamyl-gamma-aminobutyrate hydrolase	2
Protein containing cell adhesion domain	2
AAEL017240-PA	0
Oxidoreductase	2
phoH-like protein	2
Kelch K13 propeller domain	2
Putative Oxidoreductase	2
DnaJ-like protein subfamily B member 11	2
Methyl-accepting chemotaxis protein PctB	2
Putative Crossover junction endodeoxyribonuclease RusA	2
CAZy families CBM50|GH19 protein	2
Uncharacterized protein C20orf72	0
Tip elongation aberrant 1-like protein	2
Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase/flagellar protein FlgJ	2
Putative NUDIX hydrolase	2
Putative nicotinamide N-methyase	2
BRO	2
B protein	0
Bacteriophage, scaffolding protein	2
DNA helicase B	2
Bacteriophage Mu P	2
26S proteasome regulatory subunit 7	2
SseB domain-containing protein	2
Predicted N-acetyltransferase YhbS	2
Transcriptional repressor protein	2
F-box/kelch-repeat protein At5g60570-like	2
HTH-type transcriptional regulator YesS	2
Muscarinic acetylcholine receptor M4	2
Putative phosphoesterase, dhha1	2
Unplaced genomic scaffold SPHSTscaffold_63, whole genome shotgun sequence	0
Chromodomain helicase-DNA-binding protein, putative	2
Contig53, whole genome shotgun sequence	0
BppA-like protein	2
Putative TROVE domain containing protein	2
Phage-terminase large subunit	2
Sle1_029 protein	0
Putative DEAD box family helicase, phage associated	2
Acyl-homoserine-lactone acylase	2
Quinone oxidoreductase	2
Rb133	0
7,8-dihydro-8-oxoguanine-triphosphatase MutT	2
Contig2, whole genome shotgun sequence	0
SIS domain protein	2
Deoxyadenosine kinase / Deoxyguanosine kinase	2
uncharacterized protein LOC113203974 isoform X1	0
Type IV pilus secretin PilQ/predicted competence protein	2
DNA biosynthesis protein	2
Acyl-CoA N-acyltransferase (NAT) superfamily protein	2
Toxin Doc	2
Activator 1 36 kDa, putative	0
Putative polysaccharide deacetylase family	2
N-acetylmuramoyl-L-alanine amidase	2
Expressed protein	0
Toxic anion resistance protein	2
3'-5' exonuclease domain-containing protein	2
DNA recombination protein	2
Exonuclease VIII, 5'-3' specific dsDNA exonuclease	2
Excalibur domain-containing protein	2
IS3 family transposase	2
Prolyl 4-hydroxylase 3	2
60 kDa chaperonin, chloroplastic	2
ND2 protein	2
SPASM domain-containing protein	2
Chromosome partitioning protein, ParB family	2
Putative gamma-glutamylcyclotransferase	2
Aspartyl/asparaginyl beta-hydroxylase (Cupin superfamily)	2
Lig-1 protein	2
Putative Helicase with SNF2 domain	2
Bipolar DNA helicase	2
(raccoon dog) hypothetical protein	0
Penicillin-binding protein	2
N-alpha-acetyltransferase 10, NatA catalytic subunit	2
Type I restriction enzyme R subunit	2
D-alanine--D-alanine ligase	2
Glycine--tRNA ligase	2
Phage repressor like XRE family transcriptional regulator	2
Putative outer membrane lipoprotein pcp	2
Mitochondrial chaperone	2
RNA ligase	2
DRC7 protein	2
Leucine-rich repeat (LRR) protein	1
Phage portal protein, SPP1 Gp6-like	2
RING-13 protein	2
Putative HAD family hydrolase	2
Putative twinkle protein, mitochondrial	2
Phage endolysin	2
Methyl-accepting chemotaxis signaling domain protein	2
Putative major tail protein	2
Sporulation protein	2
Putative structural component of prophage	2
Putative integrase catalytic region	2
Phage lysozyme 1/peptidoglycan recognition fusion protein	2
Sporulation domain	2
4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH	2
AraC-type DNA-binding protein	2
Alkylated DNA repair protein alkB	2
FRG domain-containing protein	2
Related to C.carbonum toxD protein	2
Putative DUF1018 protein	1
Putative BCS1-mitochondrial protein of the AAA family of ATPase	2
Thiamine-phosphate pyrophosphorylase	2
EAL/GGDEF domain protein	1
Putative chitinase 3	2
Nucleoid-associated protein E6G90_05820	2
ParB domain protein nuclease	2
Putative Prophage LambdaSo, lysozyme	2
5'-deoxynucleotidase CIK83_04485	2
DNA adenine methyltransferase YhdJ	2
Zmp:0000001301	0
DUF444 family protein	1
ATP-dependent Clp protease adapter protein ClpS	2
MSP domain-containing protein	2
AraC family regulatory protein	2
Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid	2
Related to FUN30-protein important for chromosome integrity and segregation	2
Potassium channel subfamily K member 4	2
ARAD1D44022p	0
Ribonucleoside-diphosphate reductase subunit	2
Putative phosphodiesterase	2
C1q and tumor necrosis factor-related protein 3-like protein	2
DNA recombinase-like protein	2
Protein F12M16.25	0
RNA polymerase, sigma-24 subunit, ECF subfamily	2
Prophage lambda integrase	2
Na(+)/H(+)-K(+) antiporter GerN	2
DUF968 domain-containing protein	1
MRM1 protein	2
Putative nucleic acid-binding protein skin element	2
Lipoprotein Spr	2
Putative stress protein	2
Aldehyde:ferredoxin oxidoreductase	2
kelch-like protein 2 isoform X1	2
AAA family ATPase-like protein	2
RlmN protein	2
AaceriABL039Cp	0
uncharacterized protein LOC114845163	0
aGPT-Pplase2 domain-containing protein	2
ATPase, AAA family	2
